"","X","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Subfunction","Indicator","Continent","ideal_state","unit"
"706",4,"Faroe Islands",0.9970434,0.9656338,0.9539314,0.9412511,0.9294716,0.9148883,"Sink","global System","CO2 emissions [tonnes per capita]","Europe",2.88,"tonnes per year per capita"
"707",5,"Faroe Islands",59.3218,59.30666,59.29158,59.27657,59.26164,59.24678,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe",100,"%"
"708",6,"Faroe Islands",56.87,55.45,56.58,57.7,57.98,58.41,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Europe",100,"%"
"709",1,"Fiji",116.9334,117.6392,118.3451,119.0509,119.7568,120.4627,"Source","renewable ressources","state of forest reccources","Oceania",100,"%"
"710",2,"Fiji",82.61,82.61,77.55,77.55,77.55,77.55,"Source","renewable ressources","Proportion of fish stocks not overexploited","Oceania",100,"% Sus fish stock"
"711",3,"Fiji",0.3,0.3,0.3,0.3,0.3,0.3,"Source","renewable ressources","Surfacewater Stress","Oceania",25,"% of stress"
"712",4,"Fiji",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Oceania",25,"%"
"713",5,"Fiji",12.73,12.73,12.73,12.73,12.73,12.73,"Source","non-renewables ressources","area with tolerable erosion","Oceania",2,"Tonnes/hectare/year"
"714",6,"Fiji",2.7191562,2.6612904,2.8260459,2.915923,3.0728329,3.1290951,"Sink","global System","CO2 emissions [tonnes per capita]","Oceania",2.88,"tonnes per year per capita"
"715",7,"Fiji",3.87,4.1,3.72,4.14,4.62,2.12,"Sink","global System","Consumption of HCFC in ODP per capita","Oceania",0.0205,"0.5% compare to 2007 in CO2-eq tonnes"
"716",8,"Fiji",100,100,100,100,100,100,"Sink","critical ecosystems","Proportion of surface water in good chemical status","Oceania",100,"%"
"717",9,"Fiji",100,100,100,100,100,100,"Sink","critical ecosystems","Proportion of ground water in good chemical status","Oceania",100,"%"
"718",10,"Fiji",83.9267,83.86714,83.80359,83.74127,83.68347,83.63466,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Oceania",100,"%"
"719",11,"Fiji",85.48,85.34,85.22,85.1,84.98,84.86,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Oceania",100,"%"
"720",12,"Fiji",7.32,7.39,7.45,7.52,7.36,7.36,"Human health and welfare","human health","Concentrations of PM2.5","Oceania",5,"µg/m3"
"721",1,"Finland",102.1732,102.1732,102.1732,102.1732,102.1732,102.1732,"Source","renewable ressources","state of forest reccources","Europe",100,"%"
"722",2,"Finland",73.47,73.47,79.31,79.31,79.31,79.31,"Source","renewable ressources","Proportion of fish stocks not overexploited","Europe",100,"% Sus fish stock"
"723",3,"Finland",6.46,5.45,5.45,6.64,7.11,7.11,"Source","renewable ressources","Surfacewater Stress","Europe",25,"% of stress"
"724",4,"Finland",5,4.090909,4.090909,5,9.090909,9.090909,"Source","renewable ressources","Groundwater stress","Europe",25,"%"
"725",5,"Finland",0.04,0.04,0.04,0.04,0.04,0.04,"Source","non-renewables ressources","area with tolerable erosion","Europe",2,"Tonnes/hectare/year"
"726",6,"Finland",14.3055715,14.0504038,13.5587011,13.9157555,12.9022477,11.72101,"Sink","global System","CO2 emissions [tonnes per capita]","Europe",2.88,"tonnes per year per capita"
"727",7,"Finland",-53.48,-37.31,-26.7,-40.28,-25,-28.45,"Sink","global System","Consumption of HCFC in ODP per capita","Europe",5.437,"0.5% compare to 2007 in CO2-eq tonnes"
"728",8,"Finland",100,100,100,100,100,100,"Sink","critical ecosystems","Proportion of surface water in good chemical status","Europe",100,"%"
"729",9,"Finland",85.6,85.6,85.6,85.6,85.6,86.9,"Sink","critical ecosystems","Proportion of ground water in good chemical status","Europe",100,"%"
"730",10,"Finland",95.9602,95.92614,95.89267,95.85897,95.82857,95.80137,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe",100,"%"
"731",11,"Finland",74.83,72.17,71.17,71.68,73.76,74.73,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Europe",100,"%"
"732",12,"Finland",5.83,5.39,5.37,5.57,5.47,5.47,"Human health and welfare","human health","Concentrations of PM2.5","Europe",5,"µg/m3"
"733",13,"Finland",100,100,100,100,100,100,"Human health and welfare","human health","Drinking water contamination","Europe",100,"% without E.coli"
"734",14,"Finland",75,75,75,75,75,75,"Human health and welfare","landscape and amenity","status of world heritage sites","Europe",100,"% Good status"
"735",1,"France",115.9408,116.5152,117.0895,117.6638,118.2382,118.8125,"Source","renewable ressources","state of forest reccources","Europe",100,"%"
"736",2,"France",55.655,55.655,58.405,58.405,58.405,58.405,"Source","renewable ressources","Proportion of fish stocks not overexploited","Europe",100,"% Sus fish stock"
"737",3,"France",24.61,23.14,23.59,23.57,23,23,"Source","renewable ressources","Surfacewater Stress","Europe",25,"% of stress"
"738",4,"France",4.8,4.591667,4.733333,4.808333,4.775,4.775,"Source","renewable ressources","Groundwater stress","Europe",25,"%"
"739",5,"France",1.28,1.28,1.28,1.28,1.28,1.28,"Source","non-renewables ressources","area with tolerable erosion","Europe",2,"Tonnes/hectare/year"
"740",6,"France",7.0033704,7.0154699,7.0335481,6.7991476,6.6560851,5.8955666,"Sink","global System","CO2 emissions [tonnes per capita]","Europe",2.88,"tonnes per year per capita"
"741",7,"France",-53.48,-37.31,-26.7,-40.28,-25,-28.45,"Sink","global System","Consumption of HCFC in ODP per capita","Europe",5.437,"0.5% compare to 2007 in CO2-eq tonnes"
"742",8,"France",98.55,98.55,98.55,98.55,98.55,96.25,"Sink","critical ecosystems","Proportion of surface water in good chemical status","Europe",100,"%"
"743",9,"France",41.1,41.1,41.1,41.1,41.1,39.4,"Sink","critical ecosystems","Proportion of ground water in good chemical status","Europe",100,"%"
"744",10,"France",62.36271,62.34577,62.35508,62.31748,62.29506,62.21427,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe",100,"%"
"745",11,"France",71.29,69.96,74.6,74.81,74.97,74.68,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Europe",100,"%"
"746",12,"France",12.21,11.24,11.29,11.23,10.46,10.46,"Human health and welfare","human health","Concentrations of PM2.5","Europe",5,"µg/m3"
"747",13,"France",98.70728,98.8878,99.06831,99.24883,99.24883,99.24883,"Human health and welfare","human health","Drinking water contamination","Europe",100,"% without E.coli"
"748",14,"France",50,50,43.75,43.75,43.75,50,"Human health and welfare","landscape and amenity","status of world heritage sites","Europe",100,"% Good status"
"749",1,"French Guiana",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","state of forest reccources","America",100,"%"
"750",2,"French Guiana",41.18,41.18,46.67,46.67,46.67,46.67,"Source","renewable ressources","Proportion of fish stocks not overexploited","America",100,"% Sus fish stock"
"751",3,"French Guiana",NA,NA,NA,NA,NA,NA,"Sink","global System","CO2 emissions [tonnes per capita]","America",2.88,"tonnes per year per capita"
"752",4,"French Guiana",99.31936,99.3185,99.31787,99.31879,99.31259,99.31326,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","America",100,"%"
"753",5,"French Guiana",76.35,75.47,76.23,77.28,76.76,77.93,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","America",100,"%"
"754",1,"French Polynesia",103.1883,103.1883,103.1883,103.1883,103.1883,103.1883,"Source","renewable ressources","state of forest reccources","Oceania",100,"%"
"755",2,"French Polynesia",86.67,86.67,86.67,86.67,86.67,86.67,"Source","renewable ressources","Proportion of fish stocks not overexploited","Oceania",100,"% Sus fish stock"
"756",3,"French Polynesia",3.7908476,3.6726254,3.5292686,3.5775897,3.6366707,3.6301604,"Sink","global System","CO2 emissions [tonnes per capita]","Oceania",2.88,"tonnes per year per capita"
"757",4,"French Polynesia",NA,NA,NA,NA,NA,NA,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Oceania",100,"%"
"758",5,"French Polynesia",87.88,87.16,87.62,86.71,87.36,87.23,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Oceania",100,"%"
"759",1,"Gabon",99.30349,99.2534,99.20331,99.15363,99.10354,99.05345,"Source","renewable ressources","state of forest reccources","Africa",100,"%"
"760",2,"Gabon",57.14,57.14,57.14,57.14,57.14,57.14,"Source","renewable ressources","Proportion of fish stocks not overexploited","Africa",100,"% Sus fish stock"
"761",3,"Gabon",0.5,0.5,0.5,0.5,0.5,0.5,"Source","renewable ressources","Surfacewater Stress","Africa",25,"% of stress"
"762",4,"Gabon",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Africa",25,"%"
"763",5,"Gabon",1.25,1.25,1.25,1.25,1.25,1.25,"Source","non-renewables ressources","area with tolerable erosion","Africa",2,"Tonnes/hectare/year"
"764",6,"Gabon",10.2785991,10.1154166,8.9403877,8.16181,8.7464602,8.5911351,"Sink","global System","CO2 emissions [tonnes per capita]","Africa",2.88,"tonnes per year per capita"
"765",7,"Gabon",19.25,20.9,19.8,20.08,18.15,15.4,"Sink","global System","Consumption of HCFC in ODP per capita","Africa",0.0205,"0.5% compare to 2007 in CO2-eq tonnes"
"766",8,"Gabon",NA,NA,NA,NA,NA,95.65,"Sink","critical ecosystems","Proportion of surface water in good chemical status","Africa",100,"%"
"767",9,"Gabon",NA,NA,NA,NA,NA,100,"Sink","critical ecosystems","Proportion of ground water in good chemical status","Africa",100,"%"
"768",10,"Gabon",84.1641,84.17377,84.18168,84.18822,84.19399,84.20025,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Africa",100,"%"
"769",11,"Gabon",72.15,79.11,80.87,80.11,79.98,72.34,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Africa",100,"%"
"770",12,"Gabon",26.13,26.67,25.9,26.26,26.29,26.29,"Human health and welfare","human health","Concentrations of PM2.5","Africa",5,"µg/m3"
"771",13,"Gabon",50,50,50,50,50,50,"Human health and welfare","landscape and amenity","status of world heritage sites","Africa",100,"% Good status"
"772",1,"Gambia",66.35414,64.95047,63.54924,62.14801,60.74434,59.34311,"Source","renewable ressources","state of forest reccources","Africa",100,"%"
"773",2,"Gambia",57.14,57.14,57.14,57.14,57.14,57.14,"Source","renewable ressources","Proportion of fish stocks not overexploited","Africa",100,"% Sus fish stock"
"774",3,"Gambia",2.21,2.21,2.21,2.21,2.21,2.21,"Source","renewable ressources","Surfacewater Stress","Africa",25,"% of stress"
"775",4,"Gambia",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Africa",25,"%"
"776",5,"Gambia",2.99,2.99,2.99,2.99,2.99,2.99,"Source","non-renewables ressources","area with tolerable erosion","Africa",2,"Tonnes/hectare/year"
"777",6,"Gambia",0.9507162,0.8785937,0.8756852,0.8254347,0.8549462,0.836266,"Sink","global System","CO2 emissions [tonnes per capita]","Africa",2.88,"tonnes per year per capita"
"778",7,"Gambia",0.75,0.5,0.44,0.22,0.17,0.21,"Sink","global System","Consumption of HCFC in ODP per capita","Africa",5e-04,"0.5% compare to 2007 in CO2-eq tonnes"
"779",8,"Gambia",68.10236,67.8836,67.65943,67.52192,67.20889,66.82982,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Africa",100,"%"
"780",9,"Gambia",74.47,79.77,72.88,71.58,71.14,71.93,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Africa",100,"%"
"781",10,"Gambia",39.87,38.93,40.5,39.86,39.1,39.1,"Human health and welfare","human health","Concentrations of PM2.5","Africa",5,"µg/m3"
"782",11,"Gambia",52.75538,53.08471,53.40939,53.72914,54.04399,54.35395,"Human health and welfare","human health","Drinking water contamination","Africa",100,"% without E.coli"
"783",1,"Georgia",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","state of forest reccources","Europe",100,"%"
"784",2,"Georgia",37.84,37.84,37.5,37.5,37.5,37.5,"Source","renewable ressources","Proportion of fish stocks not overexploited","Europe",100,"% Sus fish stock"
"785",3,"Georgia",5.27,5.17,4.48,4.21,5.12,5.39,"Source","renewable ressources","Surfacewater Stress","Europe",25,"% of stress"
"786",4,"Georgia",2.901915,2.785839,2.843877,2.843877,2.843877,2.959954,"Source","renewable ressources","Groundwater stress","Europe",25,"%"
"787",5,"Georgia",2.6,2.6,2.6,2.6,2.6,2.6,"Source","non-renewables ressources","area with tolerable erosion","Europe",2,"Tonnes/hectare/year"
"788",6,"Georgia",4.4341054,4.5669376,4.5815315,4.5016542,4.7734604,4.6173112,"Sink","global System","CO2 emissions [tonnes per capita]","Europe",2.88,"tonnes per year per capita"
"789",7,"Georgia",1.68,1.39,2.1,1.89,2.4,0.85,"Sink","global System","Consumption of HCFC in ODP per capita","Europe",0.009,"0.5% compare to 2007 in CO2-eq tonnes"
"790",8,"Georgia",NA,NA,NA,NA,NA,92,"Sink","critical ecosystems","Proportion of ground water in good chemical status","Europe",100,"%"
"791",9,"Georgia",76.77288,76.64168,76.51159,76.39112,76.27164,76.07991,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe",100,"%"
"792",10,"Georgia",74.08,72.44,74.49,73.34,72,72.18,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Europe",100,"%"
"793",11,"Georgia",22.57,22.24,21.06,20.66,19.06,19.06,"Human health and welfare","human health","Concentrations of PM2.5","Europe",5,"µg/m3"
"794",12,"Georgia",67.94578,68.18889,68.4339,68.68178,68.93202,69.1851,"Human health and welfare","human health","Drinking water contamination","Europe",100,"% without E.coli"
"795",1,"Germany",101.0048,101.0048,101.0048,101.0048,101.0048,101.0048,"Source","renewable ressources","state of forest reccources","Europe",100,"%"
"796",2,"Germany",73.47,73.47,79.31,79.31,79.31,79.31,"Source","renewable ressources","Proportion of fish stocks not overexploited","Europe",100,"% Sus fish stock"
"797",3,"Germany",33.91,33.5,33.5,33.5,33.5,33.5,"Source","renewable ressources","Surfacewater Stress","Europe",25,"% of stress"
"798",4,"Germany",13.01969,13.04158,13.04158,13.04158,13.04158,13.04158,"Source","renewable ressources","Groundwater stress","Europe",25,"%"
"799",5,"Germany",0.36,0.36,0.36,0.36,0.36,0.36,"Source","non-renewables ressources","area with tolerable erosion","Europe",2,"Tonnes/hectare/year"
"800",6,"Germany",11.1908474,11.1346452,10.9004808,10.5333424,9.8411745,8.9293579,"Sink","global System","CO2 emissions [tonnes per capita]","Europe",2.88,"tonnes per year per capita"
"801",7,"Germany",-53.48,-37.31,-26.7,-40.28,-25,-28.45,"Sink","global System","Consumption of HCFC in ODP per capita","Europe",5.437,"0.5% compare to 2007 in CO2-eq tonnes"
"802",8,"Germany",53.75,53.75,53.75,53.75,53.75,NA,"Sink","critical ecosystems","Proportion of surface water in good chemical status","Europe",100,"%"
"803",9,"Germany",68.59053,68.46391,68.29669,68.1344,68.03224,67.79944,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe",100,"%"
"804",10,"Germany",71.01,69.15,69.35,69.04,72.33,72.06,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Europe",100,"%"
"805",11,"Germany",12.64,11.66,11.78,11.7,10.73,10.73,"Human health and welfare","human health","Concentrations of PM2.5","Europe",5,"µg/m3"
"806",12,"Germany",99.95918,99.97046,99.98174,99.99302,99.99303,99.99303,"Human health and welfare","human health","Drinking water contamination","Europe",100,"% without E.coli"
"807",13,"Germany",66.66667,66.66667,58.33333,58.33333,58.33333,58.33333,"Human health and welfare","landscape and amenity","status of world heritage sites","Europe",100,"% Good status"
"808",1,"Ghana",80.2759,80.7017,81.12751,81.20106,81.2746,81.34825,"Source","renewable ressources","state of forest reccources","Africa",100,"%"
"809",2,"Ghana",57.14,57.14,57.14,57.14,57.14,57.14,"Source","renewable ressources","Proportion of fish stocks not overexploited","Africa",100,"% Sus fish stock"
"810",3,"Ghana",6.27,6.31,6.31,6.31,6.31,6.31,"Source","renewable ressources","Surfacewater Stress","Africa",25,"% of stress"
"811",4,"Ghana",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Africa",25,"%"
"812",5,"Ghana",6.14,6.14,6.14,6.14,6.14,6.14,"Source","non-renewables ressources","area with tolerable erosion","Africa",2,"Tonnes/hectare/year"
"813",6,"Ghana",1.2322664,1.2290471,1.3202105,1.3829594,1.4753525,1.7485729,"Sink","global System","CO2 emissions [tonnes per capita]","Africa",2.88,"tonnes per year per capita"
